First Name,Last Name,BTN Code,End Team,Pos,NHL PPG,Last Year League,Last Year PPG,GP,ESG,ESA,ESP,ESP/60,55G,55A1,55A2,ESShot,ESMiss,ESBlked,ESChances,ESSh%,ESCoSH%,ESTOI,ESTOI/G,55TOI,55TOI/G,55TOF,55TOF/G,ES%,ESPass,ESBlk,ESHitF,ESHitA,ESGive,ESTake,ESIGP,ESIAP,ESIPP,ESOZFO,ESOZ%,ESDZFO,ESDZ%,ESNZFO,ESNZ%,OZ%,OZRk,RelOZ%,ESOZF,ESDZF,ESNZF,OZF%,T-QoC,T-QoC Rk,RCQoC,QoCRk,CQoC ,Cor%QoC,T-QoT,RCQoT,CQoT ,Cor%QoT,ESOISH%,ESOISV%,PDO,SPD,TmESGF/60,TmESGA/60,TmESSF/60,TmESSA/60,TmESCF/60,TmESCA/60,Corsi,TmESGF,TmESGA,TmESSVA,TmESSVF,TmESMF,TmESMA,TmESBF,TmESBA,TmESSCF`,TmESSCA,ESSC%,ESRelSC%,Adj Corsi,oTmESGF/60,oTmESGA/60,oTmESSF/60,oTmESSA/60,oTmESCF/60,oTmESCA/60,RelC,oTmESGF,oTmESGA,oTmESSVA,oTmESSVF,oTmESMF,oTmESMA,oTmESBF,oTmESBA,ESPenT,ESPenD,ESPPD,ESPenT/60,ESPenD/60,ESPPD/60,ExpGF,ExpGA,TmGFOff,TmGAOff,TmExpGFOff,TmExpGAOff,ESFOW,ESFOL,ESFO%,ESOffFOT,ESOffFOW,ESOffFOSF,ESOffFOSA,ESOffNSPF,ESOffFOGF,ESOffFOGA,ESOffNGPF,ESDefFOT,ESDefFOW,ESDefFOSF,ESDefFOSA,ESDefNSPF,ESDefFOGF,ESDefFOGA,ESDefNGPF
Mark,Stone,MARKSTONE,OTT,RW,0.8,AHL,1.081081081,80,20,30,50,2.83,18,15,10,111,46,31,125,18.0%,10.6%,1058.6,13.2,996.2,12.5,2781.7,34.8,26.4%,142,38,41,74,32,71,36.4%,45.5%,81.8%,316,33.6%,289,30.7%,335,35.6%,52.2%,11,2.9,360,384,338,48.4%,17.58,5,0.502,7,-0.47,49.7,18.52,0.82,0.90,51.3,10.6%,.924,1030,3.0%,3.31,2.47,31.3,32.5,59.4,55.2,4.2,55,41,465,498,202,179,198,264,469,433,52.0%,0.8,2.2,2.24,2.22,29.08,31.49,55.52,55.91,4.6,104,103,1244,1357,498,517,615,728,2,9,7,0.11,0.51,0.40,41,40,34.1,38.8,39.1,40.8,4,7,36.4%,5,2,4,0,0.8,0,0,0,4,2,0,1,-0.25,0,0,0
Johnny,Gaudreau,JOHNGAUDREAU,CGY,LW,0.8,NCAA,2,80,16,27,43,2.16,13,11,8,115,39,53,125,13.9%,7.7%,1192.6,14.9,1102.6,13.8,2820.4,35.3,28.1%,104,24,11,37,50,58,30.2%,35.8%,66.0%,445,38.6%,350,30.4%,358,31.0%,56.0%,14,15.8,456,446,334,50.6%,17.56,4,0.373,6,0.77,50.3,19.01,1.05,-10.98,45.5,10.6%,.919,1025,2.5%,2.88,2.45,27.2,30.1,54.4,62.6,-8.2,53,45,447,508,216,249,348,283,498,557,47.2%,3.1,2.0,2.19,2.30,25.23,30.08,49.48,64.03,6.3,103,108,1083,1306,470,613,983,670,6,17,11,0.30,0.86,0.55,41,45,43.9,38.7,36.7,46.6,3,4,42.9%,6,3,1,0,0.167,0,0,0,,,,,,,,
Filip,Forsberg,FILIPFORSBERG,NSH,C/RW,0.768292683,AHL,0.723404255,82,20,24,44,2.22,19,13,9,180,103,79,203,11.1%,5.5%,1187.0,14.5,1114.2,13.6,2840.4,34.6,28.2%,140,25,102,96,39,43,32.8%,36.1%,68.9%,491,44.2%,224,20.1%,397,35.7%,68.7%,13,24.2,500,407,364,55.1%,17.56,3,0.115,13,-0.18,49.9,18.85,5.40,9.41,53.2,9.3%,.927,1020,2.0%,3.28,1.94,35.3,26.4,67.1,50.5,16.6,61,36,594,455,260,203,244,331,596,436,57.8%,5.4,2.4,2.30,2.09,29.83,28.79,55.92,54.67,15.3,109,99,1303,1264,538,514,711,697,5,18,13,0.25,0.91,0.66,49,38,48.1,40.8,45.0,38.2,3,2,60.0%,5,3,4,0,0.8,0,0,0,,,,,,,,
Mike,Hoffman,MIKEHOFFMAN,OTT,LW/C,0.607594937,AHL,1.31372549,79,26,19,45,2.68,22,12,5,158,48,83,174,16.5%,9.0%,1006.9,12.7,922.6,11.7,2811.1,35.6,24.7%,114,33,39,67,37,51,51.0%,33.3%,84.3%,337,38.2%,237,26.9%,308,34.9%,58.7%,15,11.7,367,324,299,53.1%,17.38,7,0.523,6,0.01,49.8,18.05,0.22,0.49,50.7,10.5%,.929,1034,3.4%,3.32,2.21,31.6,31.3,59.3,55.4,3.9,51,34,435,447,170,160,211,256,472,379,55.5%,5.2,1.2,2.26,2.33,28.94,32.44,55.52,56.50,4.9,106,109,1250,1411,521,526,601,724,4,8,4,0.24,0.48,0.24,41,36,31.1,36.2,34.3,37.5,5,7,41.7%,8,3,0,0,0,0,0,0,1,1,0,0,0,0,0,0
Kevin,Hayes,KEVINHAYES,NYR,RW,0.569620253,NCAA,1.625,79,15,24,39,2.47,14,21,1,98,28,33,110,15.3%,9.4%,946.8,12.0,933.8,11.8,2940.9,37.2,24.1%,240,26,55,69,35,38,35.7%,52.4%,88.1%,268,34.9%,175,22.8%,324,42.2%,60.5%,13,13.1,339,319,311,51.5%,17.10,9,-0.064,9,0.08,49.8,17.52,0.67,-0.41,50.0,8.8%,.936,1023,2.3%,2.70,1.93,30.8,30.1,55.5,53.3,2.1,42,30,438,438,169,155,207,214,409,361,53.1%,3.4,0.0,2.80,2.08,30.85,30.34,55.84,58.09,4.4,137,102,1375,1385,535,645,715,690,8,6,-2,0.51,0.38,-0.13,43,35,39.8,30.7,38.0,36.6,238,407,36.9%,213,81,26,2,0.113,3,0,0.014,129,52,7,32,-0.194,0,1,-0.008
Anders,Lee,ANDERSLEE,NYI,C,0.539473684,AHL,0.759259259,76,20,15,35,2.27,17,7,7,157,53,37,171,12.7%,8.1%,923.3,12.1,910.3,12.0,2822.9,37.1,24.4%,81,27,159,125,17,22,40.8%,28.6%,69.4%,327,38.1%,238,27.7%,293,34.1%,57.9%,11,7.5,356,325,286,52.3%,17.34,8,0.196,10,-0.19,49.7,17.89,1.32,7.70,53.2,8.6%,.917,1003,0.3%,3.23,2.37,37.4,28.5,66.8,56.7,10.2,49,36,518,396,190,172,256,257,523,444,54.1%,1.3,0.3,2.44,2.42,31.37,27.61,60.51,55.03,4.7,115,114,1361,1185,600,509,781,771,9,4,-5,0.58,0.26,-0.32,51,37,40.9,38.0,43.9,38.0,1,0,100.0%,,,,,,,,,,,,,,,,
John,Klingberg,JOHNKLINGBERG,DAL,D,0.615384615,SweHL,0.56,65,9,19,28,1.38,8,11,5,67,27,72,56,13.4%,5.4%,1218.8,18.8,1134.9,17.5,1938.1,29.8,36.9%,119,66,53,152,47,27,16.1%,28.6%,44.6%,343,28.2%,374,30.8%,498,41.0%,47.8%,1,-3.6,445,451,432,49.7%,17.56,3,0.927,3,0.09,50.0,16.72,1.16,5.61,51.4,9.2%,.921,1013,1.3%,2.96,2.38,32.1,30.2,65.0,56.4,8.6,56,45,551,526,278,213,282,344,625,513,54.9%,1.8,3.5,2.76,3.03,30.65,29.91,61.89,58.51,5.2,89,98,901,868,486,408,516,523,13,11,-2,0.64,0.54,-0.10,48,44,50.4,52.6,48.5,42.4,,, ,,,,,,,,,,,,,,,,
Aaron,Ekblad,AARONEKBLAD,FLA,D,0.481481481,OHL,0.913793103,81,6,20,26,1.04,6,8,8,115,38,77,57,5.2%,2.6%,1504.7,18.6,1385.9,17.1,2522.1,31.1,35.5%,103,67,98,123,36,19,10.0%,26.7%,36.7%,522,40.2%,338,26.1%,437,33.7%,60.7%,7,15.0,593,517,440,53.4%,17.19,5,-0.08,8,-1.24,49.4,16.93,2.77,3.99,51.8,7.8%,.930,1008,0.8%,2.60,1.90,33.5,27.2,56.4,48.3,8.1,60,44,714,585,225,243,244,303,579,468,55.3%,6.0,0.2,2.12,2.38,28.93,29.59,53.22,53.88,8.7,89,100,1127,1144,477,481,540,544,10,9,-1,0.40,0.36,-0.04,54,45,43.9,57.4,46.0,51.6,,, ,,,,,,,,,,,,,,,,
Evgeny,Kuznetsov,EVGENYKUZNETSOV,WSH,C,0.4625,KHL,0.677419355,80,7,17,24,1.51,4,11,5,92,43,38,92,7.6%,4.0%,954.7,11.9,888.0,11.1,2927.7,36.6,23.3%,124,15,42,49,20,29,20.0%,45.7%,65.7%,269,36.3%,215,29.0%,258,34.8%,55.6%,9,3.0,372,293,264,55.9%,17.01,12,-0.109,10,-0.24,49.9,17.27,-0.12,2.29,49.7,8.9%,.941,1029,2.9%,2.36,1.76,26.6,29.5,52.2,53.9,-1.7,35,26,359,411,159,153,207,219,389,382,50.5%,-2.2,-5.6,2.44,2.30,29.14,27.07,58.59,54.29,-6.0,119,112,1303,1209,654,560,768,783,7,8,1,0.44,0.50,0.06,32,32,38.1,31.8,32.7,31.2,272,345,44.1%,229,85,25,1,0.105,0,0,0,136,68,4,27,-0.169,0,2,-0.015
Victor,Rask,VICTORRASK,CAR,C,0.4125,AHL,0.513157895,80,9,13,22,1.23,9,6,6,127,40,42,114,7.1%,4.3%,1071.8,13.4,980.6,12.3,2960.2,37.0,24.9%,101,25,35,112,21,36,27.3%,36.4%,63.6%,328,35.5%,258,27.9%,338,36.6%,56.0%,10,4.3,370,331,306,52.8%,17.37,6,0.493,4,-0.19,49.8,17.67,1.56,6.69,51.1,6.0%,.911,971,-2.9%,2.02,2.45,33.8,27.5,62.0,53.2,8.9,33,40,520,409,210,206,214,251,457,445,50.7%,-0.9,0.5,1.86,2.59,29.07,27.06,56.87,52.44,4.4,92,128,1342,1207,604,574,678,768,5,10,5,0.28,0.56,0.28,38,36,29.7,40.2,37.9,36.1,451,424,51.5%,310,147,49,5,0.142,2,1,0.003,232,124,2,42,-0.172,1,1,0
Jonathan,Drouin,JONATHANDROUIN,TBL,LW,0.457142857,QMJHL,2.347826087,70,1,25,26,1.98,1,15,9,63,30,42,69,1.6%,0.7%,788.6,11.3,758.1,10.8,2550.9,36.4,22.9%,194,16,53,47,17,33,3.1%,75.0%,78.1%,224,36.5%,159,25.9%,230,37.5%,58.5%,9,5.4,274,230,230,54.4%,17.06,9,-0.115,11,-1.42,49.2,17.37,-1.25,4.75,52.6,7.7%,.920,998,-0.2%,2.53,2.06,32.7,25.8,57.3,49.8,7.5,32,26,381,300,139,142,161,172,367,328,52.8%,-1.0,-0.8,3.13,2.40,30.51,27.64,57.16,52.17,2.5,133,102,1164,1073,480,463,580,653,6,9,3,0.46,0.68,0.23,34,26,33.1,28.7,30.7,26.6,9,9,50.0%,13,5,1,0,0.077,0,0,0,3,3,0,0,0,0,0,0
Rickard,Rakell,RICKARDRAKELL,ANA,C/RW,0.436619718,AHL,0.804347826,71,7,15,22,1.65,7,7,8,91,40,32,83,7.7%,4.3%,799.8,11.3,784.6,11.1,2673.1,37.6,22.7%,92,22,73,95,28,18,21.9%,46.9%,68.8%,220,31.3%,215,30.5%,269,38.2%,50.6%,9,0.4,295,321,225,47.9%,16.88,12,-0.318,13,-0.21,49.9,17.48,-0.16,1.90,50.3,7.6%,.930,1007,0.7%,2.45,1.99,32.0,28.6,59.0,52.0,7.0,32,26,387,348,171,147,159,181,329,295,52.7%,0.7,4.6,2.45,2.56,28.21,28.64,56.32,55.13,5.8,109,114,1148,1162,624,538,642,628,4,1,-3,0.30,0.08,-0.23,32,28,30.0,30.4,29.6,28.6,282,329,46.2%,190,82,26,2,0.126,1,0,0.005,181,75,3,26,-0.127,0,3,-0.017
David,Pastrnak,DAVIDPASTRNAK,BOS,RW,0.586956522,AHL,1.12,46,8,16,24,2.56,8,7,7,77,35,33,84,10.4%,5.5%,563.1,12.2,528.6,11.5,1711.3,37.2,23.6%,80,11,18,51,27,22,29.6%,51.9%,81.5%,209,47.5%,93,21.1%,138,31.4%,69.2%,16,25.6,249,193,143,56.3%,17.04,10,-0.119,10,-0.02,50.1,17.84,-0.19,3.43,51.4,8.8%,.952,1039,3.9%,3.06,1.59,35.0,32.9,66.3,53.9,12.4,27,14,281,276,128,90,95,148,296,240,55.2%,6.1,4.2,1.89,2.21,29.59,29.52,54.66,55.89,13.6,54,63,790,779,301,347,405,414,4,8,4,0.43,0.85,0.43,22,21,16.3,19.2,18.6,19.6,4,12,25.0%,14,3,1,1,0,0,0,0,2,1,0,0,0,0,0,0
Bo,Horvat,BOHORVAT,VAN,C,0.367647059,OHL,1.37037037,68,12,12,24,1.88,12,6,4,82,26,20,98,14.6%,9.4%,768.0,11.3,753.5,11.1,2521.1,37.1,23.0%,74,44,69,46,10,13,42.9%,35.7%,78.6%,220,30.0%,245,33.4%,268,36.6%,47.3%,4,-3.7,253,294,256,46.3%,16.99,13,0.079,12,0.44,50.2,17.26,-3.41,-3.93,49.7,8.2%,.914,996,-0.4%,2.23,2.79,27.3,32.6,49.3,60.8,-11.5,28,35,315,374,135,139,215,141,322,375,46.2%,-2.6,-6.6,2.76,2.40,30.46,28.77,55.93,55.64,-11.8,116,101,1164,1108,466,491,638,604,7,6,-1,0.55,0.47,-0.08,30,34,26.9,29.4,25.7,30.7,394,360,52.3%,226,124,46,1,0.199,1,0,0.004,257,140,2,41,-0.152,1,2,-0.004
Melker,Karlsson,MELKERKARLSSON,SJS,C,0.452830189,SweHL,0.520833333,53,12,11,23,1.83,12,3,5,94,39,30,108,12.8%,7.4%,753.2,14.2,726.6,13.7,1856.9,35.0,28.1%,38,22,49,101,21,21,40.0%,26.7%,66.7%,263,33.1%,258,32.5%,274,34.5%,50.5%,11,2.8,305,276,247,52.5%,17.75,5,0.519,7,0.82,50.4,18.52,6.28,7.23,52.7,7.9%,.905,984,-1.6%,2.48,2.48,31.4,26.2,61.9,51.8,10.2,30,30,350,287,161,137,173,209,351,294,54.4%,5.3,3.5,2.29,2.52,30.12,30.76,59.78,61.13,11.5,71,78,861,874,413,404,536,505,8,7,-1,0.64,0.56,-0.08,32,26,24.6,27.3,29.4,27.0,8,12,40.0%,16,6,1,0,0.063,0,0,0,1,0,0,0,0,0,0,0
Josh,Jooris,JOSHJOORIS,CGY,C/RW,0.4,AHL,0.369863014,60,8,11,19,1.50,6,4,6,72,37,29,82,11.1%,5.8%,761.7,12.7,732.8,12.2,2205.1,36.8,24.9%,42,24,57,59,27,35,26.7%,33.3%,60.0%,231,34.7%,220,33.0%,215,32.3%,51.2%,11,6.4,284,286,230,49.8%,17.19,10,0.085,10,-0.26,49.8,17.80,0.09,-11.48,45.5,9.6%,.905,1001,0.1%,2.46,2.46,25.6,26.0,51.3,57.9,-6.6,30,30,283,287,131,137,253,183,311,323,49.1%,3.8,4.3,2.34,2.45,27.13,29.71,52.54,61.47,2.4,86,90,911,1002,403,463,704,531,4,11,7,0.32,0.87,0.55,25,27,27.9,27.2,24.3,29.4,240,254,48.6%,163,72,25,3,0.135,1,1,0,158,77,2,22,-0.127,0,1,-0.006
Linden,Vey,LINDENVEY,VAN,RW,0.32,AHL,1.11627907,75,6,12,18,1.28,4,6,5,42,21,32,66,14.3%,6.3%,846.5,11.3,841.2,11.2,2750.3,36.7,23.4%,89,9,13,58,25,24,23.1%,42.3%,65.4%,256,35.1%,233,31.9%,241,33.0%,52.4%,13,3.0,297,292,219,50.4%,17.05,12,-0.636,15,-0.36,49.7,17.26,-2.10,-3.17,49.8,6.8%,.924,991,-0.9%,1.85,2.43,27.5,31.9,50.5,54.8,-4.3,26,34,359,413,150,139,182,173,329,382,46.3%,-1.8,-2.1,2.77,2.84,30.39,29.34,55.04,56.76,-2.6,127,130,1266,1215,502,535,722,628,7,7,0,0.50,0.50,0.00,28,38,33.3,33.9,31.5,34.3,193,263,42.3%,159,59,25,0,0.157,0,0,0,146,57,1,28,-0.185,0,1,-0.007
Adam,Lowry,ADAMLOWRY,WPG,LW,0.2875,AHL,0.515625,80,10,9,19,1.14,10,7,1,95,34,36,114,10.5%,6.1%,1004.2,12.6,985.1,12.3,2746.4,34.3,26.4%,99,28,251,120,13,22,31.3%,25.0%,56.3%,309,32.8%,261,27.7%,373,39.6%,54.2%,13,3.2,372,374,315,49.9%,16.99,11,0.088,9,0.39,50.0,17.67,0.02,3.86,51.0,7.1%,.922,992,-0.8%,1.95,1.95,27.5,24.8,55.1,46.2,9.0,32,32,420,376,196,163,187,257,440,388,53.1%,1.1,4.4,2.53,2.12,29.71,27.99,56.58,52.85,5.2,116,97,1244,1184,532,509,629,698,9,9,0,0.54,0.54,0.00,38,32,36.8,32.4,38.3,37.0,369,417,46.9%,235,117,26,3,0.098,1,1,0,225,99,5,48,-0.191,0,2,-0.009
Jiri,Sekac,JIRISEKAC,ANA,LW,0.333333333,KHL,0.595744681,69,7,13,20,1.37,7,3,10,80,40,31,87,8.8%,4.6%,873.8,12.7,848.9,12.3,2508.7,36.4,25.3%,39,27,71,110,27,25,24.1%,44.8%,69.0%,216,28.6%,249,33.0%,289,38.3%,46.5%,3,-2.3,315,344,248,47.8%,17.12,10,0.004,10,-0.65,49.7,17.72,-1.09,-2.63,48.9,7.7%,.928,1005,0.5%,2.05,1.98,26.8,27.6,51.9,52.3,-0.4,29,28,350,363,162,144,205,194,323,348,48.1%,-2.3,2.4,2.70,2.08,30.02,29.70,58.24,57.42,-1.2,113,87,1142,1155,526,480,679,654,6,9,3,0.41,0.62,0.21,29,30,30.1,29.1,31.0,33.0,0,2,0.0%,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
Andre,Burakovsky,ANDREBURAKOVSKY,WSH,LW,0.41509434,OHL,1.526315789,53,7,12,19,1.83,7,4,6,59,33,36,85,11.9%,5.5%,623.1,11.8,605.6,11.4,1930.8,36.4,23.9%,40,18,22,77,16,14,21.2%,30.3%,51.5%,209,40.4%,118,22.8%,190,36.8%,63.9%,14,13.3,230,202,183,53.2%,17.22,8,-0.534,12,-0.54,49.8,18.11,1.78,3.92,49.8,10.1%,.921,1022,2.2%,3.27,2.08,32.4,26.5,63.5,52.8,10.7,33,21,294,246,145,99,167,169,301,263,53.4%,1.9,2.8,2.18,2.30,27.50,28.53,55.07,55.91,11.5,70,74,815,844,384,364,517,503,4,7,3,0.39,0.67,0.29,24,20,23.2,21.3,22.3,22.2,73,92,44.2%,59,29,8,0,0.136,0,0,0,18,6,0,3,-0.167,0,0,0
Vincent,Trocheck,VINCENTTROCHECK,FLA,C,0.44,AHL,0.763636364,50,6,15,21,1.94,6,12,3,79,27,24,65,7.6%,4.6%,650.0,13.0,628.5,12.6,1793.3,35.9,26.0%,130,19,93,75,8,19,19.4%,48.4%,67.7%,198,36.6%,159,29.4%,184,34.0%,55.5%,12,6.0,228,219,207,51.0%,16.97,11,0.272,9,-0.83,49.3,17.59,0.65,2.76,51.4,9.2%,.923,1015,1.5%,2.96,2.20,32.2,28.6,57.8,50.4,7.4,31,23,306,277,128,106,122,140,258,219,54.1%,3.7,2.4,2.48,2.68,30.75,27.80,54.34,51.99,5.0,74,80,845,751,310,334,389,395,6,8,2,0.55,0.74,0.18,26,20,21.0,22.0,22.1,22.1,217,233,48.2%,161,76,38,1,0.23,2,0,0.012,134,68,0,23,-0.172,0,0,0
Tobias,Rieder,TOBIASRIEDER,ARI,RW/C,0.291666667,AHL,0.75,72,10,6,16,0.94,8,2,4,164,57,53,151,6.1%,3.6%,1023.7,14.2,979.7,13.6,2503.1,34.8,28.1%,36,28,110,124,8,31,37.0%,22.2%,59.3%,327,33.0%,285,28.8%,379,38.2%,53.4%,10,6.8,368,382,324,49.1%,17.55,4,0.667,2,-0.04,49.7,18.28,2.10,-1.15,49.7,5.6%,.922,978,-2.2%,1.65,2.39,29.6,30.6,57.1,58.2,-1.0,27,39,456,461,200,207,243,250,413,458,47.4%,0.7,-0.8,1.70,2.71,28.26,32.31,55.92,59.69,2.7,71,113,1108,1235,503,520,622,651,6,17,11,0.35,1.00,0.64,32,37,28.6,44.7,34.0,39.9,1,2,33.3%,1,1,0,0,0,0,0,0,,,,,,,,
Marko,Dano,MARKODANO,CBJ,C,0.6,AHL,0.487179487,35,8,13,21,2.77,8,7,5,80,18,25,76,10.0%,6.5%,454.6,13.0,444.1,12.7,1196.3,34.2,27.1%,71,11,92,51,4,17,33.3%,50.0%,83.3%,117,28.2%,147,35.4%,151,36.4%,44.3%,7,-3.4,176,174,139,50.3%,17.27,10,0.224,8,-2.39,48.8,17.69,0.82,-3.81,48.7,9.8%,.938,1036,3.6%,3.24,1.76,33.0,28.1,55.8,47.3,8.5,24,13,220,195,68,68,74,101,201,152,56.9%,8.6,11.2,2.46,2.86,29.54,33.75,51.56,58.08,15.0,49,57,540,616,199,221,264,240,7,7,0,0.92,0.92,0.00,21,15,14.2,20.8,14.6,17.8,16,21,43.2%,16,8,1,1,0,0,1,-0.063,4,2,0,1,-0.25,0,0,0
Chris,Tierney,CHRISTIERNEY,SJS,C,0.488372093,OHL,1.328358209,43,5,12,17,2.09,5,7,3,43,17,21,48,11.6%,6.2%,487.4,11.3,483.4,11.2,1603.2,37.3,23.2%,78,16,11,41,18,19,23.8%,47.6%,71.4%,127,30.6%,128,30.8%,160,38.6%,49.8%,7,2.0,167,185,140,47.4%,16.79,11,-0.468,11,-0.70,49.7,17.16,-1.91,1.46,50.3,9.0%,.927,1017,1.7%,2.61,2.36,28.9,32.3,54.9,61.6,-6.7,21,19,212,241,89,105,131,120,213,231,48.0%,-3.7,-8.9,2.47,2.43,32.11,30.02,64.30,59.36,-11.6,66,65,792,737,389,326,458,471,3,7,4,0.37,0.86,0.49,19,20,15.0,18.2,18.8,18.0,141,180,43.9%,93,41,14,1,0.14,0,0,0,82,37,0,13,-0.159,0,1,-0.012
Chris,Terry,CHRISTERRY,CAR,LW,0.350877193,AHL,0.985714286,57,8,8,16,1.46,8,7,1,61,28,26,59,13.1%,7.0%,657.6,11.5,653.5,11.5,2150.7,37.7,23.3%,105,16,43,76,17,21,36.4%,36.4%,72.7%,197,33.9%,172,29.6%,212,36.5%,53.4%,8,2.4,238,227,191,51.2%,17.22,9,0.246,8,0.14,49.8,17.32,-0.80,4.75,50.5,6.7%,.922,989,-1.1%,2.02,2.02,30.3,25.9,57.3,53.1,4.2,22,22,308,260,126,144,152,168,291,273,51.6%,2.5,-1.3,1.87,2.65,30.30,27.62,57.81,54.21,0.6,67,95,1019,895,458,451,502,528,5,6,1,0.46,0.55,0.09,23,22,19.2,26.6,24.0,24.3,5,4,55.6%,6,3,2,0,0.333,0,0,0,2,2,0,0,0,0,0,0
Andrej,Nestrasil,ANDREJNESTRASIL,CAR,C,0.37037037,AHL,0.514285714,54,5,10,15,1.39,5,7,2,71,38,17,71,7.0%,4.0%,647.3,12.0,630.0,11.7,2023.1,37.5,23.7%,114,16,52,75,12,29,23.8%,42.9%,66.7%,204,35.9%,151,26.6%,213,37.5%,57.5%,13,1.4,242,214,179,53.1%,17.12,10,0.182,9,0.38,50.2,17.33,0.72,6.43,51.5,6.2%,.929,991,-0.9%,2.00,1.81,32.5,25.6,61.6,47.9,13.7,21,19,320,250,133,104,130,173,281,245,53.4%,-0.3,5.8,1.96,2.82,30.58,26.75,58.60,50.48,5.6,66,95,965,807,385,371,429,560,4,4,0,0.37,0.37,0.00,25,21,19.3,26.3,23.9,23.1,53,39,57.6%,38,21,7,1,0.158,0,0,0,19,11,0,2,-0.105,0,0,0
Alexander,Wennberg,ALEXANDERWENNBERG,CBJ,C,0.294117647,SweHL,0.42,68,3,13,16,1.14,1,5,6,65,16,29,73,4.6%,2.7%,842.0,12.4,801.2,11.8,2417.2,35.5,24.9%,83,29,54,58,8,22,13.6%,50.0%,63.6%,226,30.2%,258,34.4%,265,35.4%,46.7%,9,-2.0,319,273,234,53.9%,17.26,11,0.183,11,-0.48,49.6,17.60,1.51,-3.71,48.4,6.0%,.896,956,-4.4%,1.65,3.15,27.3,30.3,50.3,52.8,-2.5,22,42,343,362,128,146,155,178,316,328,49.1%,-1.0,1.4,2.73,2.83,30.58,32.52,54.36,56.92,0.0,110,114,1122,1196,434,455,528,524,7,17,10,0.50,1.21,0.71,27,29,31.0,32.6,29.5,32.4,246,331,42.6%,163,70,22,1,0.129,0,0,0,204,83,1,26,-0.123,0,0,0
Oscar,Klefbom,OSCARKLEFBOM,EDM,D,0.333333333,AHL,0.208333333,60,2,16,18,0.91,2,4,10,85,46,62,51,2.4%,1.0%,1187.6,19.8,1116.7,18.6,1902.9,31.7,37.0%,54,83,42,110,45,40,5.0%,35.0%,40.0%,381,35.9%,274,25.8%,405,38.2%,58.2%,6,12.6,392,353,351,52.6%,17.52,2,0.475,5,0.79,50.4,17.15,2.22,-2.06,48.2,7.4%,.882,956,-4.4%,2.15,3.22,29.2,27.3,54.3,54.8,-0.4,40,60,503,449,215,239,271,253,508,561,47.5%,4.6,0.4,2.08,2.90,25.38,30.40,50.39,59.59,8.8,66,92,739,872,338,417,509,455,3,2,-1,0.15,0.10,-0.05,43,47,39.5,52.4,38.1,44.9,,, ,,,,,,,,,,,,,,,,
